snapshot_id,snapshot_type,source,model,metadata_field,observed_value,description,source_level,discovery_value,reasoning
054_Sudan-Basic-Education-Emergency-Support-Project_table_004.png,table,refugee,gpt-5.5,staff_location_basis,CO-based; HQ-based; HQ-based or based in region,Institutional or geographic base of staff resources.,snapshot,medium,Staff location information supports discovery of implementation arrangements and decentralization of support.
054_Sudan-Basic-Education-Emergency-Support-Project_table_004.png,table,refugee,gpt-5.5,geographic_scope,Sudan,Country or geographic area to which the table applies.,document,high,Geographic context is needed because the table itself does not explicitly name the country.
054_Sudan-Basic-Education-Emergency-Support-Project_table_004.png,table,refugee,gpt-5.5,project_name,Sudan - Basic Education Emergency Support Project,Name of the project associated with the table.,document,medium,Project context helps users interpret a generic table title such as Team.
054_Sudan-Basic-Education-Emergency-Support-Project_table_004.png,table,refugee,gpt-5.5,project_identifier,P172812,Project identifier linking the table to a specific project record.,document,medium,A project identifier supports precise linking and filtering across project-related snapshots.
054_Sudan-Basic-Education-Emergency-Support-Project_table_004.png,table,refugee,gpt-5.5,sector,Education; Basic Education,Sector or thematic domain relevant to the table.,both,medium,Sector context helps distinguish this staffing table from similar team tables in other operational domains.
195_multi-page_table_012.png,table,refugee,gpt-5.5,table_title,Statement of IFC's Held and Disbursed Portfolio,The explicit title or subject heading of the table.,snapshot,high,The table title captures the specific content of the snapshot beyond the broader document title.
195_multi-page_table_012.png,table,refugee,gpt-5.5,annex_identifier,Annex 9,The annex or appendix identifier associated with the table.,snapshot,medium,Annex identifiers help users locate and distinguish supplemental tables within project documents.
195_multi-page_table_012.png,table,refugee,gpt-5.5,parent_project_name,Jordan Health Sector Reform Project,The project or program to which the table relates.,both,high,Linking the table to the project supports discovery across project-specific financial and operational snapshots.
195_multi-page_table_012.png,table,refugee,gpt-5.5,geographic_scope,Jordan,The country or geographic area covered by the table.,both,high,Geographic scope is a core facet for filtering and retrieving country-specific tables.
195_multi-page_table_012.png,table,refugee,gpt-5.5,as_of_date,"January 31, 1999",The point-in-time date for which the table values are reported.,snapshot,high,The as-of date is essential for interpreting portfolio balances and comparing financial snapshots over time.
195_multi-page_table_012.png,table,refugee,gpt-5.5,reporting_organization,IFC,The institution whose portfolio or data are represented in the table.,snapshot,high,Identifying the reporting organization supports provenance tracking and institution-specific discovery.
195_multi-page_table_012.png,table,refugee,gpt-5.5,unit_of_measure,US Dollar Millions,The measurement unit and scale used for numeric values in the table.,snapshot,high,Units are necessary for analytical reuse and correct interpretation of financial amounts.
195_multi-page_table_012.png,table,refugee,gpt-5.5,indicator_name,IFC held and disbursed portfolio amounts,The main financial indicator or measure represented by the table values.,snapshot,high,Indicator names enable retrieval of tables by the type of measure being reported.
195_multi-page_table_012.png,table,refugee,gpt-5.5,financial_status_categories,Committed; Disbursed; Approvals Pending Commitment,The financial status groupings used to organize portfolio amounts.,snapshot,high,Status categories support comparison and filtering of portfolio data by commitment and disbursement stage.
195_multi-page_table_012.png,table,refugee,gpt-5.5,financial_instrument_types,Loan; Equity; Quasi; Partic,The financial instrument categories used as subcolumns in the table.,snapshot,high,Instrument types are reusable dimensions for discovering and analyzing finance-related tables.
195_multi-page_table_012.png,table,refugee,gpt-5.5,row_dimension,FY Approval; Company,The variables used to define table rows.,snapshot,high,Row dimensions describe how observations are organized and improve machine understanding of the table structure.
195_multi-page_table_012.png,table,refugee,gpt-5.5,column_dimension,"Committed IFC and Disbursed IFC amounts by Loan, Equity, Quasi, and Partic",The variables used to define table columns and column groups.,snapshot,high,Column dimensions clarify the analytical structure of the table for search and reuse.
195_multi-page_table_012.png,table,refugee,gpt-5.5,entity_names,Pella; Al-Hikma; Al-Keena Paper; Indo-Jordan; Jordan Telephone; MODAL; Zara; BTC; El-Zay; Jordinvest; JHTC; ATHC; JORDAN LIFE; JVC; MAICO,Named companies or counterparties listed as table entities.,snapshot,medium,Entity names enable discovery of tables containing specific firms or counterparties.
195_multi-page_table_012.png,table,refugee,gpt-5.5,time_period,"FY approvals shown for 1987/90/93/95, 1994, 1995, 1996, 1997, 1998, 1999, and 2000",The fiscal years or time span represented by the table rows.,snapshot,medium,Time-period metadata supports temporal filtering and interpretation of approval-year data.
195_multi-page_table_012.png,table,refugee,gpt-5.5,document_type,Project Appraisal Document,The type of source document containing the table.,document,medium,Document type helps users contextualize the table within project documentation workflows.
120_PAD1205-ARABIC-PAD-PP152646-PUBLIC-Box393206B_table_008.png,table,refugee,gpt-5.5,table_title,الجدول 3: توزيع مقدمي الخدمة المتعاقد معهم والمستفيدين حسب المنطقة (Table 3: Distribution of contracted service providers and beneficiaries by region),The title or caption describing the subject of the table.,snapshot,high,The table title concisely identifies the content and supports direct discovery of the table.
120_PAD1205-ARABIC-PAD-PP152646-PUBLIC-Box393206B_table_008.png,table,refugee,gpt-5.5,table_number,3,The ordinal number assigned to the table within the document.,snapshot,medium,The table number helps reference and distinguish this table from other tables in the same document.
120_PAD1205-ARABIC-PAD-PP152646-PUBLIC-Box393206B_table_008.png,table,refugee,gpt-5.5,language,Arabic,The language used in the snapshot content.,both,medium,"Language metadata supports multilingual search, filtering, and processing."
120_PAD1205-ARABIC-PAD-PP152646-PUBLIC-Box393206B_table_008.png,table,refugee,gpt-5.5,geographic_scope,"Lebanon; regions/governorates listed include North Lebanon, Bekaa, Mount Lebanon, South Lebanon, Nabatieh, and Beirut",The country or geographic area covered by the table.,both,high,Geographic scope is essential for locating and comparing place-specific data.
120_PAD1205-ARABIC-PAD-PP152646-PUBLIC-Box393206B_table_008.png,table,refugee,gpt-5.5,administrative_level,Governorate / region,The geographic administrative level used to organize the rows of the table.,snapshot,high,Administrative level enables spatial filtering and reuse of subnational data.
120_PAD1205-ARABIC-PAD-PP152646-PUBLIC-Box393206B_table_008.png,table,refugee,gpt-5.5,row_dimension,المحافظة (governorate/region),The primary categorical dimension represented by table rows.,snapshot,high,Identifying the row dimension clarifies how the data are organized for analysis.
120_PAD1205-ARABIC-PAD-PP152646-PUBLIC-Box393206B_table_008.png,table,refugee,gpt-5.5,category_labels,شمال لبنان; البقاع; جبل لبنان; جنوب لبنان; النبطية; بيروت; المجموع,The row categories or labels used in the table.,snapshot,high,Category labels make the table discoverable by the specific regions represented.
120_PAD1205-ARABIC-PAD-PP152646-PUBLIC-Box393206B_table_008.png,table,refugee,gpt-5.5,indicator_name,عدد مراكز الرعاية الصحية الأولية; عدد المستفيدين (number of primary health care centers; number of beneficiaries),The quantitative indicators or measures reported in the table.,snapshot,high,Indicator names are central for searching and reusing the quantitative content of the table.
120_PAD1205-ARABIC-PAD-PP152646-PUBLIC-Box393206B_table_008.png,table,refugee,gpt-5.5,service_provider_type,مراكز الرعاية الصحية الأولية (primary health care centers),The type of service provider counted or described in the table.,snapshot,high,Service provider type improves discovery of health system capacity and facility-related tables.
120_PAD1205-ARABIC-PAD-PP152646-PUBLIC-Box393206B_table_008.png,table,refugee,gpt-5.5,population_group,المستفيدين (beneficiaries),The population group measured or described by the table.,snapshot,high,Population group metadata supports retrieval of tables about affected or served groups.
